RDKIT_SMILES,First_Class,Second_Class
O=CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Fluorotelomer PFAA precursors,n:2 FTALs
C=COCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
CC(C)[SiH](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(C)C,Silicon PFASs,Others
NC(CC(F)(F)C(F)(F)C(F)(F)F)C(=O)O,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
OCC(O)COCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
O=C(Br)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
C=CCOCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)c1ncccn1,Side-chain aromatics,Others
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
CCCCCCCCCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Fluorotelomer PFAA precursors,SFAenes
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
CO[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC)OC,Silicon PFASs,Others
O=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Perfluoro PFAA precursors,PAFs
CN(C)[Si](C)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)N(C)C,Silicon PFASs,Others
CN(C)[Si](C)(C)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Silicon PFASs,Others
C=Cc1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,Side-chain aromatics,Others
OCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
C=CCC(=O)OCC(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
FC(=CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
N#CCCOCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
OCCC(CO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
CC(=O)OC(C)CC(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
CC(F)(F)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
CCCCCCCCCCCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Fluorotelomer PFAA precursors,SFAenes
CCCCCCOC(=O)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,PACF-based substances
OCCOCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
CCOC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
C#CCOCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C/C=C\c1ccccc1,Side-chain aromatics,Others
CCCCCCCCCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Fluorotelomer PFAA precursors,SFAenes
FC(F)(F)C(F)(F)C(F)(F)c1cncnc1,Side-chain aromatics,Others
O=C(Cl)CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)COCC1CO1,"Other aliphatics, cyclic","Others, cyclic"
OCCCCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)CSCc1ccccc1,Side-chain aromatics,Others
NC(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)O,Other aliphatics,Others
CCC(C(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
O=C(Br)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
OCC(I)=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
O=C(OCC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,Other aliphatics,PACF-based substances
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
CNC(=O)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
N#Cc1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,Side-chain aromatics,Others
CC(C)(C)OC(=O)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,PACF-based substances
O=C(O)C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)O,Other aliphatics,Others
O=[N+]([O-])c1ccc(C(F)(F)C(F)(F)C(F)(F)F)cc1,Side-chain aromatics,Others
FC(F)(F)C(F)(F)C(F)(F)c1ccc[nH]1,Side-chain aromatics,Others
CN(C)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
C[Si](C)(C)O[Si](C)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)O[Si](C)(C)C,Silicon PFASs,Others
CN(C)[Si](C)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)N(C)C,Silicon PFASs,Others
O=[PH](O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
CCCCCCCCCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Fluorotelomer PFAA precursors,SFAenes
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)C1CCCCC1,"Other aliphatics, cyclic","Others, cyclic"
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
CCO/C=C/C(=O)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
CCOC=CC(=O)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)CO[Si](Cl)(OCC(F)(F)C(F)(F)C(F)(F)F)OCC(F)(F)C(F)(F)C(F)(F)F,Silicon PFASs,Others
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCCCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
CCO[Si](OCC)(OCC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Silicon PFASs,Others
COc1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,Side-chain aromatics,Others
CCCCCCC(C)OC(=O)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,PACF-based substances
CC(=O)C=C(N)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
Cc1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,Side-chain aromatics,Others
CCOC(=O)CC(O)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
CC(=O)C(C(C)=O)C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
O=C/C=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Fluorotelomer PFAA precursors,n:2 FTUALs
O=C(Cl)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
Fc1cc(F)c(F)c(C(F)(F)C(F)(F)C(F)(F)F)c1F,Side-chain aromatics,Others
C=CC(=O)OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
O=[PH](O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
C=C(CC(F)(F)C(F)(F)C(F)(F)F)OC(C)=O,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCC(C[Si](Cl)(Cl)Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Silicon PFASs,Others
Nc1ccccc1C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Side-chain aromatics,Others
CN(C)[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(N(C)C)N(C)C,Silicon PFASs,Others
CC(=O)OC(C)OCC(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCCCCCCCCCCCCCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
CC(C(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)C(C/C=C/CC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,Other aliphatics,Others
O=C=NCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
Fc1c(F)c(F)c(C(F)(F)C(F)(F)C(F)(F)F)c(F)c1F,Side-chain aromatics,Others
OC(COCC(F)(F)C(F)(F)C(F)(F)F)COCC(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
C[SiH](O[Si](C)(C)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)O[Si](C)(C)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Silicon PFASs,Others
CNc1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,Side-chain aromatics,Others
O=C(OC(C(F)(F)F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,PACF-based substances
FC(F)(F)C(F)(F)C(F)(F)C(CC1CO1)(C(F)(F)F)C(F)(F)F,"Other aliphatics, cyclic","Others, cyclic"
CCC(C(O)C(F)(F)C(F)(F)C(F)(F)F)[N+](=O)[O-],Other aliphatics,Others
CCOC(=O)CC(S)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
C=C(C)C(=O)OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
CCOS(=O)(=O)CCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1CO1,"Other aliphatics, cyclic","Others, cyclic"
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCc1ccc(Br)cc1,Side-chain aromatics,Others
Cc1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,Side-chain aromatics,Others
CCOP(=O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
CCCCCCCCCCCCCCOC(=O)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,PACF-based substances
COc1cccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1,Side-chain aromatics,Others
O=CC=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Fluorotelomer PFAA precursors,n:2 FTUALs
CCN(CC)C(=O)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
C=C(C(=O)OCC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccc(I)cc1,Side-chain aromatics,Others
Oc1ccc(OCC(F)(F)C(F)(F)C(F)(F)F)cc1,Side-chain aromatics,Others
O=C(O)C1CCC(C(F)(F)C(F)(F)C(F)(F)F)CC1,"Other aliphatics, cyclic","Others, cyclic"
O=C/C=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Fluorotelomer PFAA precursors,n:2 FTUALs
Oc1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,Side-chain aromatics,Others
C[Si](C)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)O[Si](C)(C)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Silicon PFASs,Others
O=P(O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
COC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
CCNC(=O)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
CC(C)([N+](=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1cccc(Br)c1,Side-chain aromatics,Others
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(C(F)(F)F)C(F)(F)F,Other aliphatics,Others
CC(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
O=C(CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
O=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Perfluoro PFAA precursors,PAFs
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[Sn](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1ccccc1,Side-chain aromatics,Others
O=C(O)C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)O,Other aliphatics,Others
CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOCC1CO1,"Other aliphatics, cyclic","Others, cyclic"
C=COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,PACF-based substances
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)c1cccs1,Side-chain aromatics,Others
FC(F)(F)C(F)(F)C(F)(F)c1cc[nH]n1,Side-chain aromatics,Others
CCSC(=O)C(CC(C)=O)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
FC(F)(F)C(C#CC(F)(F)C(F)(F)C(F)(F)F)=C1CCCC1,"Other aliphatics, cyclic","Others, cyclic"
FC(F)(F)C(F)(F)C(F)(F)c1ccc(Br)cn1,Side-chain aromatics,Others
FC(=NC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
CCOC(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
C=CC(=O)NCC(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)C(Cc1ccc(Br)cc1)(C(F)(F)F)C(F)(F)F,Side-chain aromatics,Others
C[SiH](O[Si](C)(C)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)O[Si](C)(C)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Silicon PFASs,Others
CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
CC(=O)SCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
NC(=C[N+](=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=Cc2ccccc2C1,Side-chain aromatics,Others
CCOC(=O)C(N)CC(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
O=C(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
CS(=O)(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
CCOC(=O)CC(=O)CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)c1cc(Cl)ccn1,Side-chain aromatics,Others
FC(F)(F)C(F)(F)C(F)(F)c1cc(Br)ccn1,Side-chain aromatics,Others
COc1ccccc1C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Side-chain aromatics,Others
C=CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
CCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
O=C(O)C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)O,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)c1ccc2ccccc2n1,Side-chain aromatics,Others
CCOC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCC,Other aliphatics,Others
CCOC(=O)C(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
C=CC(=O)OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
CCOC(=O)CC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
O=Cc1ccc(OCC(F)(F)C(F)(F)C(F)(F)F)cc1,Side-chain aromatics,Others
FC(F)(F)C(F)(F)C(F)(F)c1nccc2ccccc12,Side-chain aromatics,Others
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCc1cccc(Br)c1,Side-chain aromatics,Others
C=CC(=O)OCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
O=S(=O)(OCC(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,PASF-based substances
O=C(C=CC(F)(F)C(F)(F)C(F)(F)F)c1ccccc1,Side-chain aromatics,Others
CCCCN(CCCC)C(=O)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
Nc1ccc(C(F)(F)C(F)(F)C(F)(F)F)nc1,Side-chain aromatics,Others
COC(=O)CCC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
CS(=O)(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
CNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
Nc1ccc(OCC(F)(F)C(F)(F)C(F)(F)F)cc1,Side-chain aromatics,Others
Nc1cccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1,Side-chain aromatics,Others
O=C(O)C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Fluorotelomer PFAA precursors,n:2 FTUCAs
NS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
O=[N+]([O-])c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,Side-chain aromatics,Others
C=CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,PACF-based substances
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
[N-]=[N+]=NCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
Nc1ccccc1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Side-chain aromatics,Others
OC(COCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)COCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
Cc1nccc2c(C(F)(F)C(F)(F)C(F)(F)F)cccc12,Side-chain aromatics,Others
CCC(C)NC(=O)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
N#Cc1ccc(OCC(F)(F)C(F)(F)C(F)(F)F)cc1,Side-chain aromatics,Others
C=COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,PACF-based substances
O=C(OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,PACF-based substances
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)SSc1ccccc1,Side-chain aromatics,Others
C=C(C)C(=O)OCCOC(=O)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,PACF-based substances
CCCCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,PACF-based substances
CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
C=C(C)C(=O)OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
O=S(=O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,Other aliphatics,PASF-based substances
N=C(NO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)C1(F)OC1(F)F,"Other aliphatics, cyclic","Others, cyclic"
CC(C)CNC(=O)C(F)(F)C(F)(F)C(F)(F)F,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COCC1CO1,"Other aliphatics, cyclic","Others, cyclic"
FC(F)(F)C(F)(F)C(F)(F)c1nccc(Cl)n1,Side-chain aromatics,Others
